timestamp,device,event,x,y,dx,dy,distance,velocity,hold_time,flight_time
0.09658029999991413,mouse,move,1023,962,0,0,0,0,,
0.15242620000208262,mouse,move,1023,960,0,-2,2.0,35.8128349605314,,
0.16034050000598654,mouse,move,1023,960,0,0,0.0,0.0,,
0.16870829999970738,mouse,move,1023,959,0,-1,1.0,119.50572441387173,,
0.1764073000085773,mouse,move,1023,958,0,-1,1.0,129.88699816182793,,
0.19236580000142567,mouse,move,1023,957,0,-1,1.0,62.662530967706175,,
0.200488000002224,mouse,move,1024,956,1,-1,1.4142135623730951,174.1170572300722,,
0.32863309999811463,mouse,move,1025,955,1,-1,1.4142135623730951,11.036033078271789,,
0.34447399999771733,mouse,move,1025,955,0,0,0.0,0.0,,
0.3603604000090854,mouse,move,1026,955,1,0,1.0,62.946923109352234,,
0.3763480000052368,mouse,move,1027,955,1,0,1.0,62.54847508323475,,
0.4083627000072738,mouse,move,1027,955,0,0,0.0,0.0,,
0.4329640000069048,mouse,move,1028,955,1,0,1.0,40.64825842597744,,
0.4809804999968037,mouse,move,1028,956,0,1,1.0,20.82617434028652,,
0.488876600007643,mouse,move,1028,956,0,0,0.0,0.0,,
0.49689239999861456,mouse,move,1028,958,0,2,2.0,249.50722351513983,,
0.5044032000005245,mouse,move,1028,959,0,1,1.0,133.14160938191742,,
0.5204134000086924,mouse,move,1028,959,0,0,0.0,0.0,,
0.5284078999975463,mouse,move,1028,963,0,4,4.0,500.3439871883005,,
0.5364239000045927,mouse,move,1027,963,-1,0,1.0,124.7504988923353,,
0.5443805999966571,mouse,move,1021,965,-6,2,6.324555320336759,794.871658683192,,
0.5528500000073109,mouse,move,1016,968,-5,3,5.830951894845301,688.472841938091,,
0.5603486000036355,mouse,move,1010,970,-6,2,6.324555320336759,843.4314836685091,,
0.5688854000036372,mouse,move,1004,972,-6,2,6.324555320336759,740.857853098997,,
0.5764054000028409,mouse,move,997,975,-7,3,7.615773105863909,1012.7357854614802,,
0.5844138999964343,mouse,move,988,978,-9,3,9.486832980505138,1184.5954908028132,,
0.5924196999985725,mouse,move,979,982,-9,4,9.848857801796104,1230.2153187895954,,
0.6008545000076992,mouse,move,972,983,-7,1,7.0710678118654755,838.3207431372778,,
0.6083625000028405,mouse,move,965,984,-7,1,7.0710678118654755,941.8044507780274,,
0.6164759999956004,mouse,move,957,986,-8,2,8.246211251235321,1016.3568445915879,,
0.6248028999980306,mouse,move,949,989,-8,3,8.54400374531753,1026.072577168451,,
0.6328349999967031,mouse,move,943,989,-6,0,6.0,747.0026519828751,,
0.6403426000033505,mouse,move,932,990,-11,1,11.045361017187261,1471.2239607074744,,
0.6489678000070853,mouse,move,925,991,-7,1,7.0710678118654755,819.8149386453229,,
