timestamp,device,event,x,y,dx,dy,distance,velocity,hold_time,flight_time
0.9805701000004774,mouse,move,965,868,0,0,0,0,,
0.9881322000001092,mouse,move,951,878,-14,10,17.204650534085253,2275.115448740833,,
0.995965599999181,mouse,move,937,886,-14,8,16.1245154965971,2058.431268479542,,
1.0045358999923337,mouse,move,920,900,-17,14,22.02271554554524,2569.65515362827,,
1.011995199994999,mouse,move,893,915,-27,15,30.886890422961002,4140.722375011717,,
1.0205362999986392,mouse,move,867,930,-26,15,30.01666203960727,3514.378947303549,,
1.0287616999994498,mouse,move,834,947,-33,17,37.12142238654117,4513.023364563767,,
1.0361039999988861,mouse,move,802,961,-32,14,34.92849839314596,4757.1603442827545,,
1.044746399988071,mouse,move,773,977,-29,16,33.12099032335839,3832.383407942922,,
1.0525160999968648,mouse,move,756,985,-17,8,18.788294228055936,2418.1492473057356,,
1.060109799989732,mouse,move,744,992,-12,7,13.892443989449804,1829.4696923106087,,
1.0685403999959817,mouse,move,737,996,-7,4,8.06225774829855,956.3088916947636,,
1.0765347999986261,mouse,move,731,999,-6,3,6.708203932499369,839.1128702942586,,
1.084121599997161,mouse,move,729,1000,-2,1,2.23606797749979,294.73137263821604,,
1.1006951999879675,mouse,move,729,1001,0,1,1.0,60.33692140239326,,
1.3566913999966346,mouse,move,728,1001,-1,0,1.0,3.9063079841268884,,
1.388073299996904,mouse,move,727,1001,-1,0,1.0,31.865502088509984,,
1.4765653999929782,mouse,move,727,999,0,-2,2.0,22.600887537856245,,
1.4919796999893151,mouse,move,726,997,-1,-2,2.23606797749979,145.06451658727107,,
1.4999974999955157,mouse,move,726,997,0,0,0.0,0.0,,
1.5081494999903953,mouse,move,726,995,0,-2,2.0,245.3385673768688,,
1.5165314999903785,mouse,move,724,992,-2,-3,3.605551275463989,430.15405338477694,,
1.524649999992107,mouse,move,723,990,-1,-2,2.23606797749979,275.42870937041346,,
1.5325248000008287,mouse,move,721,986,-2,-4,4.47213595499958,567.9047023475534,,
1.5400245999917388,mouse,move,718,983,-3,-3,4.242640687119285,565.7005109818185,,
1.5480555999965873,mouse,move,716,977,-2,-6,6.324555320336759,787.5177831550874,,
1.5561488999956055,mouse,move,714,973,-2,-4,4.47213595499958,552.5726163051037,,
1.5641294999950333,mouse,move,713,969,-1,-4,4.123105625617661,516.6410578043361,,
1.5721884999948088,mouse,move,712,967,-1,-2,2.23606797749979,277.46221337164235,,
1.580053300000145,mouse,move,711,966,-1,-1,1.4142135623730951,179.81557845254127,,
1.9646486999990884,mouse,move,709,966,-2,0,2.0,5.200270206054194,,
1.9726386999973329,mouse,move,709,966,0,0,0.0,0.0,,
