timestamp,device,event,x,y,dx,dy,distance,velocity,hold_time,flight_time
2.808352299995022,mouse,move,1019,866,0,0,0,0,,
2.865043499987223,mouse,move,1014,866,-5,0,5.0,88.19710996923374,,
2.8722832999919774,mouse,move,987,874,-27,8,28.160255680657446,3889.6455236560723,,
2.880303099998855,mouse,move,974,876,-13,2,13.152946437965905,1640.05915692239,,
2.888806699993438,mouse,move,964,876,-10,0,10.0,1175.9725300308314,,
2.896804699994391,mouse,move,957,874,-7,-2,7.280109889280518,910.2412963757555,,
2.9043704999930924,mouse,move,956,873,-1,-1,1.4142135623730951,186.92188038486398,,
2.9284269999916432,mouse,move,955,873,-1,0,1.0,41.568806769905805,,
3.2243116999889025,mouse,move,948,872,-7,-1,7.0710678118654755,23.89805154484491,,
3.232357899993076,mouse,move,933,869,-15,-3,15.297058540778355,1901.1531571231142,,
3.2402973999996902,mouse,move,915,868,-18,-1,18.027756377319946,2270.6412698912213,,
3.248462899995502,mouse,move,896,865,-19,-3,19.235384061671343,2355.6896787137766,,
3.2562765999900876,mouse,move,873,860,-23,-5,23.53720459187964,3012.299500644996,,
3.264255099988077,mouse,move,849,853,-24,-7,25.0,3133.421069912947,,
3.2724350999924354,mouse,move,828,847,-21,-6,21.840329667841555,2669.9669506362184,,
3.2803434999950696,mouse,move,806,836,-22,-11,24.596747752497688,3110.2053189399794,,
3.2883388999907766,mouse,move,781,825,-25,-11,27.313000567495326,3416.0893241314607,,
3.2965295999892987,mouse,move,762,818,-19,-7,20.248456731316587,2472.1277467090667,,
3.3046130999864545,mouse,move,742,811,-20,-7,21.18962010041709,2621.342253711,,
3.3125200999929802,mouse,move,726,807,-16,-4,16.492422502470642,2085.8002388844284,,
3.320269699994242,mouse,move,714,802,-12,-5,13.0,1677.5059355171504,,
3.328557999993791,mouse,move,703,796,-11,-6,12.529964086141668,1511.7652699375496,,
3.3363474999932805,mouse,move,691,788,-12,-8,14.422205101855956,1851.493048693869,,
3.34429339999042,mouse,move,674,774,-17,-14,22.02271554554524,2771.5822692802285,,
3.3527605999988737,mouse,move,662,765,-12,-9,15.0,1771.54194834464,,
3.360530399993877,mouse,move,647,753,-15,-12,19.209372712298546,2472.3123792957385,,
3.368851099992753,mouse,move,633,743,-14,-10,17.204650534085253,2067.6926864818074,,
3.376608099992154,mouse,move,625,737,-8,-6,10.0,1289.1581798081734,,
3.384511599986581,mouse,move,614,726,-11,-11,15.556349186104045,1968.2861007241565,,
3.3924695999885444,mouse,move,607,721,-7,-5,8.602325267042627,1080.9657281880427,,
3.4005412999977125,mouse,move,604,718,-3,-3,4.242640687119285,525.6192230013927,,
3.4083427999867126,mouse,move,602,715,-2,-3,3.605551275463989,462.161287002204,,
3.4163579999876674,mouse,move,601,713,-1,-2,2.23606797749979,278.9784381217466,,
3.424421399991843,mouse,move,600,712,-1,-1,1.4142135623730951,175.38675517037098,,
3.432343199994648,mouse,move,600,711,0,-1,1.0,126.2339366868539,,
3.4485275999904843,mouse,move,600,710,0,-1,1.0,61.78789453160193,,
3.4563597999949707,mouse,move,600,710,0,0,0.0,0.0,,
3.464271999997436,mouse,move,597,708,-3,-2,3.605551275463989,455.69516371432974,,
3.4723229999945033,mouse,move,596,707,-1,-1,1.4142135623730951,175.65688273360453,,
3.480529699998442,mouse,move,591,707,-5,0,5.0,609.258288666612,,
3.48990159999812,mouse,move,582,706,-9,-1,9.055385138137417,966.2272472442527,,
3.496319499987294,mouse,move,572,706,-10,0,10.0,1558.1420740224746,,
3.504571399986162,mouse,move,567,706,-5,0,5.0,605.9210606873536,,
3.5123053999996046,mouse,move,558,705,-9,-1,9.055385138137417,1170.8540370310275,,
3.520358599998872,mouse,move,554,703,-4,-2,4.47213595499958,555.3240892324171,,
5.520913999993354,mouse,move,553,702,-1,-1,1.4142135623730951,0.7069104721503817,,
6.4962468999874545,mouse,move,553,702,0,0,0.0,0.0,,
6.50428579999425,mouse,move,559,708,6,6,8.48528137423857,1055.5276675995397,,
6.512647099996684,mouse,move,565,712,6,4,7.211102550927978,862.4379640520676,,
6.520239399993443,mouse,move,565,715,0,3,3.0,395.13717862580694,,
6.528240899991943,mouse,move,570,718,5,3,5.830951894845301,728.7323496767684,,
6.536248799995519,mouse,move,569,720,-1,2,2.23606797749979,279.2327547173506,,
6.544520299998112,mouse,move,566,722,-3,2,3.605551275463989,435.9005348889301,,
8.520984699993278,mouse,move,566,723,0,1,1.0,0.50595396507139,,
8.536230499987141,mouse,move,566,723,0,0,0.0,0.0,,
8.544301099987933,mouse,move,566,722,0,-1,1.0,123.90652490543991,,
8.552403699999559,mouse,move,566,722,0,0,0.0,0.0,,
8.592485399989528,mouse,move,566,722,0,0,0.0,0.0,,
8.60035579999385,mouse,move,572,700,6,-22,22.80350850198276,2897.376053245215,,
8.608270799988532,mouse,move,556,703,-16,3,16.278820596099706,2056.7050672188197,,
8.616903199988883,mouse,move,555,703,-1,0,1.0,115.84263935397844,,
8.624277799986885,mouse,move,554,703,-1,0,1.0,135.60057498317713,,
8.664828299995861,mouse,move,554,703,0,0,0.0,0.0,,
8.67235099998652,mouse,move,553,703,-1,0,1.0,132.93099568528663,,
8.680717199997162,mouse,move,550,703,-3,0,3.0,358.5857373938129,,
8.688353599995025,mouse,move,543,702,-7,-1,7.0710678118654755,925.9687567235111,,
8.696804399995017,mouse,move,530,700,-13,-2,13.152946437965905,1556.414355798178,,
8.704358599992702,mouse,move,507,700,-23,0,23.0,3044.6638965143425,,
8.712818899992271,mouse,move,469,700,-38,0,38.0,4491.566493142493,,
8.720752599998377,mouse,move,378,702,-91,2,91.02197536858887,11472.827974152855,,
8.72835259999556,mouse,move,241,731,-137,29,140.03570973148243,18425.751287288473,,
