x,y,dx,dy,distance,velocity,hold_time,flight_time,user_id,label,session
1138.0,651.0,10.0,-8.0,12.806248474865695,1600.4609671306596,0.0,0.0,1,1,session_20260913_152555.csv
1148.0,643.0,10.0,-8.0,12.806248474865695,1606.181845800258,0.0,0.0,1,1,session_20260913_152555.csv
1157.0,635.0,9.0,-8.0,12.041594578792296,1497.6735129709775,0.0,0.0,1,1,session_20260913_152555.csv
1165.0,628.0,8.0,-7.0,10.63014581273465,1342.003738505018,0.0,0.0,1,1,session_20260913_152555.csv
1168.0,622.0,3.0,-6.0,6.708203932499369,830.5419074659494,0.0,0.0,1,1,session_20260913_152555.csv
1174.0,611.0,6.0,-11.0,12.529964086141668,1581.1677816732597,0.0,0.0,1,1,session_20260913_152555.csv
1176.0,604.0,2.0,-7.0,7.280109889280518,901.2825613328732,0.0,0.0,1,1,session_20260913_152555.csv
1177.0,595.0,1.0,-9.0,9.055385138137416,1133.4958678017526,0.0,0.0,1,1,session_20260913_152555.csv
1177.0,588.0,0.0,-7.0,7.0,852.8784648160716,0.0,0.0,1,1,session_20260913_152555.csv
1177.0,580.0,0.0,-8.0,8.0,1030.3834314604503,0.0,0.0,1,1,session_20260913_152555.csv
1177.0,575.0,0.0,-5.0,5.0,622.6184842988272,0.0,0.0,1,1,session_20260913_152555.csv
1177.0,568.0,0.0,-7.0,7.0,877.2699359605982,0.0,0.0,1,1,session_20260913_152555.csv
